"id","source","pmcid","title","journalTitle","issue","journalVolume","pubYear","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","journalIssn","doi","authorString","pmid"
"20758829","MED","PMC2505595","Convalescent Homes for Soldiers.","Br Med J","2038","1","1900","165-166","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758829"
"20758828","MED","PMC2505581","The Flitting of the University of London.","Br Med J","2038","1","1900","164-165","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758828"
"20758827","MED","PMC2505613","Nova et Vetera.","Br Med J","2038","1","1900","150","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758827"
"20758826","MED","PMC2505586","The Rabies Question.","Br Med J","2038","1","1900","149-150","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758826"
"20758825","MED","PMC2505618","Formic Acid and the Inhalation of Formalin as a Preparation for and Aid to the Open-Air Treatment of Phthisis.","Br Med J","2038","1","1900","139","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.139","Green JL.","20758825"
"20758824","MED","PMC2505612","A Case of Jacksonian Epilepsy Cured by Operation.","Br Med J","2038","1","1900","139-140","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.139-a","Drinkwater H.","20758824"
"20758823","MED","PMC2505576","Spasmodic Closure of the Larynx During the Administration of Ether, Preceded by Nitrous Oxide: Mitral Stenosis: Alternation of Murmurs.","Br Med J","2038","1","1900","138-139","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.138","McCardie WJ.","20758823"
"20758822","MED","PMC2505603","A Case in which 300 Grains of Sulphonal were taken in Two Doses.","Br Med J","2038","1","1900","136","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.136","Smith RP.","20758822"
"20758821","MED","PMC2505598","A Criticism of the Mechanical Hypothesis of the Origin of Carcinoma, with a Description of a Specimen of ""Spontaneous"" Carcinoma of the Uterus in the Rabbit.","Br Med J","2038","1","1900","136-138","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.136-a","Shattock SG.","20758821"
"20758820","MED","PMC2505594","The Bromide Sleep: A New Departure in the Treatment of Acute Mania.","Br Med J","2038","1","1900","134-136","research-article; journal article","N","Y","Y","Y","N","N",7,"N","Y","N","Y","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.134","Macleod N.","20758820"
"20758819","MED","PMC2505611","An Address on the Insane and their Treatment: Delivered before the Staffordshire Branch of the British Medical Association.","Br Med J","2038","1","1900","129-134","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.129","Spence JB.","20758819"
"20758818","MED","PMC2505596","Remarks on the Results which have been Obtained by the Antityphoid Inoculations and on the Methods which have been Employed in the Preparation of the Vaccine.","Br Med J","2038","1","1900","122-129","research-article; journal article","N","Y","Y","Y","N","N",6,"N","Y","N","Y","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2038.122","Wright AE, Leishman WB.","20758818"
"20758817","MED","PMC2505528","Nova et Vetera.","Br Med J","2037","1","1900","86-90","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758817"
"20758816","MED","PMC2505561","The Bacterial Purification of Sewage: II. The Septic Tank.","Br Med J","2037","1","1900","83-86","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758816"
"20758815","MED","PMC2505533","Valvular Drainage Tubes in Empyema.","Br Med J","2037","1","1900","72-73","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.72-a","Williams W.","20758815"
"20758814","MED","PMC2505551","Enterectomy for Gangrenous Hernia.","Br Med J","2037","1","1900","72","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.72","Montgomery WP.","20758814"
"20758813","MED","PMC2505537","A Case of Ruptured Ureter or Renal Pelvis.","Br Med J","2037","1","1900","71","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.71","Paton EP.","20758813"
"20758812","MED","PMC2505555","Carcinoma of the Ascending Colon and its Treatment, with the Record of Two Cases.","Br Med J","2037","1","1900","69-71","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.69-a","Eccles WM.","20758812"
"20758811","MED","PMC2505568","Concussion of the Retina.","Br Med J","2037","1","1900","69","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.69","Stephenson S.","20758811"
"20758810","MED","PMC2505536","Description of Ambulance for the Mounted Service.","Br Med J","2037","1","1900","67-68","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.67","Caverhill TF.","20758810"
"20758809","MED","PMC2505529","Two Clinical Lectures on Retention of Menstrual Blood from Atresia of the Vagina with some Remarks on the Indications for Local Examination in the Disorders of Menstruation: Delivered at St. Thomas's Hospital November 14th and 17th, 1899.","Br Med J","2037","1","1900","65-67","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.65","Cullingworth CJ.","20758809"
"20758808","MED","PMC2505540","A Lecture on a Century of Surgery: Delivered in University College Hospital on January 8th, 1900.","Br Med J","2037","1","1900","61-65","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2037.61","Heath C.","20758808"
"20758807","MED","PMC2505544","Sick and Wounded Officers' Surgical and Medical Aid Fund.","Br Med J","2037","1","1900","105","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758807"
"20758806","MED","PMC2505546","Scottish Poor-Law Medical Officers' Association.","Br Med J","2037","1","1900","104","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758806"
"20758805","MED","PMC2505372","Two Clinical Lectures on Retention of Menstrual Blood from Atresia of the Vagina with some Preliminary Remarks on the Indications for Local Examination in the Disorders of Menstruation: Delivered at St. Thomas's Hospital November 14th and 17th, 1899.","Br Med J","2036","1","1900","5-8","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.5","Cullingworth CJ.","20758805"
"20758804","MED","PMC2505384","An Appeal to the Younger Members of the Medical Profession.","Br Med J","2036","1","1900","42","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.42","Roberts FT, Owen E, Collingridge W, Duncan W, Squire JE.","20758804"
"20758803","MED","PMC2505361","The New Year Honours.","Br Med J","2036","1","1900","30","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758803"
"20758802","MED","PMC2505383","The Livingstone Exhibition.","Br Med J","2036","1","1900","30","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758802"
"20758801","MED","PMC2505377","The Association of Military Surgeons of the United States.","Br Med J","2036","1","1900","29","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758801"
"20758800","MED","PMC2505385","The Housing of the Poor.","Br Med J","2036","1","1900","28","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758800"
"20758799","MED","PMC2505398","An Account of some of the Medals of the London Hospitals.","Br Med J","2036","1","1900","26-28","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.26","James TE.","20758799"
"20758798","MED","PMC2505390","The Bacterial Purification of Sewage: I. The Aërobic System.","Br Med J","2036","1","1900","24-26","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447",NA,NA,"20758798"
"20758797","MED","PMC2505366","An Improved Prostatic Catheter.","Br Med J","2036","1","1900","16","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.16","Cousins JW.","20758797"
"20758796","MED","PMC2505404","Primary Nephrectomy for Rupture of Kidney.","Br Med J","2036","1","1900","15","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.15","Rogers W.","20758796"
"20758795","MED","PMC2505403","The Unimportance of the Presence of a Trace of Albumen or Nucleo-Albumen in Urines of Extremely Low Specific Gravity.","Br Med J","2036","1","1900","14","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.14","Weber FP.","20758795"
"20758794","MED","PMC2505363","Injuries produced by A Six-Pounder Hotchkiss Shell.","Br Med J","2036","1","1900","14-15","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.14-a","Dodd JR.","20758794"
"20758793","MED","PMC2505382","Observations on General Metabolism and the Blood in Gout.","Br Med J","2036","1","1900","10-14","research-article; journal article","N","Y","Y","Y","N","N",0,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.10","Watson C.","20758793"
"20758792","MED","PMC2505389","A Clinical Lecture on Minor Epilepsy: Delivered at the National Hospital for the Paralysed and Epileptic, November 15th, 1899.","Br Med J","2036","1","1900","1-5","research-article; journal article","N","Y","Y","Y","N","N",1,"N","Y","N","N","N","2010-09-02","1900-01-01","0007-1447","10.1136/bmj.1.2036.1","Gowers W.","20758792"
"PMC2262490","PMC","PMC2262490","President's Address : Endocarditis","Transactions of the American Climatological Association",NA,"16","1900","1-11","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-08-26","1900-01-01","1059-8685",NA,NA,NA
"19971285","MED","PMC2121883","VARIATION AMONG PATHOGENIC BACTERIA.","J Boston Soc Med Sci","5","4","1900","95-109","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Smith T.","19971285"
"19971284","MED","PMC2121880","A SIMPLE METHOD FOR ANAEROBIC CULTIVATION IN FLUID MEDIA.","J Boston Soc Med Sci","5","4","1900","119-120","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Wright JH.","19971284"
"19971283","MED","PMC2121881","GUMMA OF THE OBLONGATA.","J Boston Soc Med Sci","5","4","1900","111-118.4","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Taylor EW.","19971283"
"19971282","MED","PMC2121882","ON THE CULTIVATION OF THE TYPHOID BACILLUS FROM ROSE SPOTS.","J Boston Soc Med Sci","5","4","1900","110","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Richardson MW.","19971282"
"19971281","MED","PMC2121879","THE OPTIMUM REACTION FOR BACTERIAL GROWTH IN LIQUID MEDIA.","J Boston Soc Med Sci","4","4","1900","91","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Wilson EH, Randolph RB.","19971281"
"19971280","MED","PMC2121872","MODIFICATIONS OF THE POSTAL REGULATIONS RECOMMENDED BY THE COLORADO STATE BOARD OF HEALTH.","J Boston Soc Med Sci","4","4","1900","90-91","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Taylor GE.","19971280"
"19971279","MED","PMC2121876","THE MAKING OF AGAR-AGAR.","J Boston Soc Med Sci","4","4","1900","89","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Ravenel MP.","19971279"
"19971278","MED","PMC2121873","THE IDOMETRIC DETERMINATION OF SMALL QUANTITIES OF CARBON MONOXIDE.","J Boston Soc Med Sci","4","4","1900","88","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Kinnicutt LP, Sanford GR.","19971278"
"19971277","MED","PMC2121877","THE OBSERVATION OF ODOR AS AN ESSENTIAL PART OF WATER ANALYSIS.","J Boston Soc Med Sci","4","4","1900","87","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Whipple GC.","19971277"
"19971276","MED","PMC2121865","ON THE QUESTION OF STANDARD METHODS FOR THE DETERMINATION OF THE NUMBERS OF BACTERIA IN WATERS.","J Boston Soc Med Sci","4","4","1900","85-86","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Fuller GW, Johnson GA.","19971276"
"19971275","MED","PMC2121866","SOME POINTS OF THE DIFFERENTIATION AND CLASSIFICATION OF WATER BACTERIA.","J Boston Soc Med Sci","4","4","1900","83-84","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Fuller GW, Johnson GA.","19971275"
"19971274","MED","PMC2121875","NOTES ON BACTERIAL WATER ANALYSIS.","J Boston Soc Med Sci","4","4","1900","81-82","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Jordan EO, Irons EE.","19971274"
"19971273","MED","PMC2121878","THE SIGNIFICANCE OF CERTAIN GAS-PRODUCING BACTERIA OF NON-COLON TYPE IN SANITARY ANALYSES.","J Boston Soc Med Sci","4","4","1900","79-80","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Russell HL, Bassett VN.","19971273"
"19971272","MED","PMC2121871","BRANCHING DIPHTHERIA BACILLI.","J Boston Soc Med Sci","4","4","1900","78","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Hill HW.","19971272"
"19971271","MED","PMC2121874","A STREPTOTHRIX FORM ISOLATED FROM WATER, RESEMBLING DIPHTHERIA BACILLUS.","J Boston Soc Med Sci","4","4","1900","77","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Mackenzie JJ.","19971271"
"19971270","MED","PMC2121868","STUDIES UPON THE DISTRIBUTION OF CERTAIN VARIETIES OF THE DIPHTHERIA BACILLUS.","J Boston Soc Med Sci","4","4","1900","75-76","research-article; journal article","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-12-23","1900-01-01",NA,NA,"Westbrook, Wilson, McDaniel.","19971270"
"PMC1287327","PMC","PMC1287327","Erinnerungen aus Meinem Leben","J Anat Physiol","pt 2","34","1900","284-285","book-review; book review","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-11-24","1900-01-01",NA,NA,NA,NA
"PMC1287326","PMC","PMC1287326","Le Système Nerveux Central, Structure et Fonctions, Histoire Critique des Théories et des Doctrines","J Anat Physiol","pt 2","34","1900","283-284","book-review; book review","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2009-11-24","1900-01-01",NA,NA,NA,NA
"PMC2036352","PMC","PMC2036352","Proceedings at the Annual General Meeting and Special General Meeting, March 1st, 1900","Medico-chirurgical transactions",NA,"83","1900","lxxxvi-c","meeting-report; meeting report","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-11-18","1900-01-01","0959-5287",NA,NA,NA
"PMC2036341","PMC","PMC2036341","Address of Thomas Bryant, F.R.C.S., President, at the Annual Meeting, March 1st, 1900","Medico-chirurgical transactions",NA,"83","1900","cv-cxxxvi","meeting-report; meeting report","N","Y","Y","Y","N","N",0,"N","N","N","N","N","2010-11-18","1900-01-01","0959-5287",NA,NA,NA
"19600969","MED",NA,"Newark's (N. J.) Antitoxine Plant-Its Results and Cost.","Public Health Pap Rep",NA,"26","1900","98-102","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Herold HC.","19600969"
"19600968","MED",NA,"The Jenner Vaccine Well Preserved and Carefully Propagated is a Permanent Preservative against Smallpox.","Public Health Pap Rep",NA,"26","1900","92-97","journal article","N","N","N","N","N","N",1,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Licéaga E.","19600968"
"19600967","MED",NA,"Human Vaccine as a Prophylactic of Smallpox: Its Advantages and Disadvantages.","Public Health Pap Rep",NA,"26","1900","87-91","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Bernaldez FP.","19600967"
"19600966","MED",NA,"The Only Certain Prophylaxis Against Smallpox Is Human Vaccine Which, If Well Inoculated, Does Not Transmit Infectious-Contagious Nor Diathetic Disease.","Public Health Pap Rep",NA,"26","1900","84-86","journal article","N","N","N","N","N","N",1,"N","Y","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Garciadiego S.","19600966"
"19600965","MED",NA,"Influence of Temperature on Vaccine Virus.","Public Health Pap Rep",NA,"26","1900","80-83","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Elgin WF.","19600965"
"19600964","MED",NA,"Report of Committee on Cause and Prevention of Infectious Diseases.","Public Health Pap Rep",NA,"26","1900","69-79","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Suiter AW.","19600964"
"19600963","MED",NA,"Elements of Defense against Infectious-Contagious Diseases, Possessed by the Port of Veracruz.","Public Health Pap Rep",NA,"26","1900","63-68","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Iglesias MS.","19600963"
"19600962","MED",NA,"New Quarantine Methods and Changes which are Called for in Marine Sanitation.","Public Health Pap Rep",NA,"26","1900","55-62","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Doty AH.","19600962"
"19600961","MED",NA,"Report of the Committee on Steamship and Steamboat Sanitation.","Public Health Pap Rep",NA,"26","1900","54","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Montizambert F.","19600961"
"19600960","MED",NA,"The Etiology of Yellow Fever-A Preliminary Note.","Public Health Pap Rep",NA,"26","1900","37-53","journal article","N","N","N","N","N","N",30,"N","N","N","Y","N","2009-08-01","1900-01-01","0737-8769",NA,"Reed W, Carroll J, Agramonte A, Lazear JW.","19600960"
"19600959","MED",NA,"Ninth Report on the Yellow Fever on the Coast of the Mexican Gulf.","Public Health Pap Rep",NA,"26","1900","34-36","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Licéaga E.","19600959"
"19600958","MED",NA,"Thermal Death Point of the Tubercle Bacillus and its Relation to Commercial Pasteurization of Milk.","Public Health Pap Rep",NA,"26","1900","339-343","journal article","N","N","N","N","N","N",1,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Russell HL, Hastings EG.","19600958"
"19600957","MED",NA,"Recent Work on Tuberculosis.","Public Health Pap Rep",NA,"26","1900","334-338","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Baldwin ER.","19600957"
"19600956","MED",NA,"An Inquiry into the Role of the Domestic Animals in the Causation of Typhoid Fever.","Public Health Pap Rep",NA,"26","1900","325-333","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Stokes WR, Fulton JS.","19600956"
"19600955","MED",NA,"A Note on the Disinfectant and Deodorant Properties of Ammonium Persulphate.","Public Health Pap Rep",NA,"26","1900","323-324","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Ravenel MP, Gilliland SH.","19600955"
"19600954","MED",NA,"The Rapid Diagnosis of Rabies.","Public Health Pap Rep",NA,"26","1900","317-322","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Ravenel MP, McCarthy DJ.","19600954"
"19600953","MED",NA,"Preliminary Report of the Committee on Standard Methods of Water Analysis.","Public Health Pap Rep",NA,"26","1900","315-316","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,NA,"19600953"
"19600952","MED",NA,"Variations of the Colon Bacillus in Relation to Public Health.","Public Health Pap Rep",NA,"26","1900","314","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Monjarás JE.","19600952"
"19600951","MED",NA,"Some Observations on Methods for the Detection of B. Coli Communis in Water.","Public Health Pap Rep",NA,"26","1900","310-313","journal article","N","N","N","N","N","N",1,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Irons EE.","19600951"
"19600950","MED",NA,"Varieties of Colon Bacilli Isolated from Man and Animals.","Public Health Pap Rep",NA,"26","1900","303-309","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Ford WW.","19600950"
"19600949","MED",NA,"Report of Committee on the Etiology of Yellow Fever.","Public Health Pap Rep",NA,"26","1900","28-33","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Horlbeck HB.","19600949"
"19600948","MED",NA,"Report of Committee on Transportation of Diseased Tissues by Mail.","Public Health Pap Rep",NA,"26","1900","237-238","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Mackenzie JJ, Park WH, Tyler GE, Orvanaños D, Holton H, Wesbrook FF.","19600948"
"19600947","MED",NA,"A Resumé of the Recent Foreign Work of the Marine Hospital Service.","Public Health Pap Rep",NA,"26","1900","231-236","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Woodward RM.","19600947"
"19600946","MED",NA,"Pages from a Sanitarian's Note Book.","Public Health Pap Rep",NA,"26","1900","225-230","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Disbrow WS.","19600946"
"19600945","MED",NA,"Our Domain's Most Threatening Danger.","Public Health Pap Rep",NA,"26","1900","216-224","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Monjeau C.","19600945"
"19600944","MED",NA,"Investigation of Stream Pollution by the United States Geological Survey.","Public Health Pap Rep",NA,"26","1900","212-215","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Newell FH.","19600944"
"19600943","MED",NA,"Report of Committee on Animal Diseases and Animal Food.","Public Health Pap Rep",NA,"26","1900","203-211","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Salmon DE.","19600943"
"19600942","MED",NA,"Are National Leprosaria in the United States Desirable?","Public Health Pap Rep",NA,"26","1900","180-202","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Bracken HM.","19600942"
"19600941","MED",NA,"Report of Committee to Define ""What Constitutes an Epidemic."".","Public Health Pap Rep",NA,"26","1900","177-179","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Lee B, Woodward WC, Pelletier E, Durgin SH, Reynolds AR.","19600941"
"19600940","MED",NA,"Woman's Sanitary Work in Indianapolis.","Public Health Pap Rep",NA,"26","1900","169-176","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"McClung HM.","19600940"
"19600939","MED",NA,"Report of Committee on Disinfectants.","Public Health Pap Rep",NA,"26","1900","151-168","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Robinson FC.","19600939"
"19600938","MED",NA,"Report of Section Committee on Bacteriology of Milk in its Sanitary Relations.","Public Health Pap Rep",NA,"26","1900","145-150","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Russell HL, Conn HW, Connell WT, Freeman RG.","19600938"
"19600937","MED",NA,"Necessity of the Hygienic Analysis of Milk when Used for the Artificial Feeding of Infants and Method of doing so with Rapidity and Certainty.","Public Health Pap Rep",NA,"26","1900","140-144","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Gutierrez M.","19600937"
"19600936","MED",NA,"Remarks Concerning the Vice of Smoking Among Youths, and Suggestions As to the Means of Overcoming It.","Public Health Pap Rep",NA,"26","1900","135-139","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Breña J.","19600936"
"19600935","MED",NA,"A Scheme for Preventive Medicine.","Public Health Pap Rep",NA,"26","1900","131-134","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Jones LP.","19600935"
"19600934","MED",NA,"Report of Committee on Teaching of Hygiene and Granting Degrees of Doctor of Public Health.","Public Health Pap Rep",NA,"26","1900","130","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,NA,"19600934"
"19600933","MED",NA,"Report of the Committee on Disposal of Refuse Materials.","Public Health Pap Rep",NA,"26","1900","126-129","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Hering R.","19600933"
"19600932","MED",NA,"Report of the Committee on the Pollution of Public Water Supplies.","Public Health Pap Rep",NA,"26","1900","114-125","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2009-08-01","1900-01-01","0737-8769",NA,"Fuller GW, Johnston W, Leal JL, Abbott AC, Hazen A, Kinnicutt LP, Mackenzie JJ, Wesbrook FF, Weston RS.","19600932"
